hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Sweety Mary Apartment,7.6,8,1028,Apartment,1.6,Giudecca,True,146.85714285714286
5 mins to Rialto Bridge,7.6,324,508,Hotel,0.6,Cannaregio,True,72.57142857142857
Residenza Leon D'oro,9.4,7,983,Apartment,1.6,Cannaregio,True,140.42857142857142
Ai Savi di Venezia,9.3,7,2103,Apartment,0.2,San Marco,True,300.42857142857144
House 5286,9.3,42,1072,Apartment,0.3,Castello,True,153.14285714285714
NEW 2021 Grey's House Central,6.9,122,531,Hotel,0.8,Cannaregio,True,75.85714285714286
CA SAN BIAGIO,8.9,7,1241,Apartment,1.4,Giudecca,True,177.28571428571428
San Marco Ca Tiepolo - 2 min da Piazza e Rialto,9.0,9,1589,Apartment,0.2,San Marco,True,227.0
Appartamento Corte Zappa,8.7,35,878,Apartment,1.6,Cannaregio,True,125.42857142857143
Venier Apartment,9.5,9,1285,Apartment,0.7,Dorsoduro,True,183.57142857142858
Venicedire,9.6,155,1044,Apartment,1.7,Santa Croce,True,149.14285714285714
Casanova Apartment San Marco,8.9,75,735,Apartment,0.2,San Marco,True,105.0
VeNICe Cera Remer Suite,9.2,3,1263,Apartment,0.9,Cannaregio,True,180.42857142857142
VENICE RAINBOW APARTMENT (RIALTO),7.0,44,498,Hotel,0.6,San Polo,True,71.14285714285714
Doge's Mirror & Stair @Frari,8.5,4,1069,Apartment,0.9,San Polo,True,152.71428571428572
GOODNIGHT VENICE APARTMENT,9.0,6,1020,Apartment,1.0,Castello,True,145.71428571428572
Woodhouse Venice San Marco,7.3,21,889,Hotel,0.8,San Polo,False,127.0
Venice Home,9.0,88,873,Hotel,1.5,Giudecca,True,124.71428571428571
At the entrance to Venice by car.train.plane - Autonomous check-in,8.7,85,1118,Apartment,1.8,Cannaregio,True,159.71428571428572
Classic three minutes from St Marc's square,9.4,24,685,Apartment,0.3,Castello,True,97.85714285714286
TINTORETTO VISTA REAL VENICE,9.3,6,1141,Apartment,1.3,Cannaregio,True,163.0
Luxury suite 5 min from San Marco,9.4,10,1236,Apartment,0.6,Castello,True,176.57142857142858
Calle Marcello 5888A Rio del Piombo,0.0,0,917,Apartment,0.5,Castello,True,131.0
I Gioielli del Doge - Cannaregio,7.5,23,722,Apartment,1.9,Cannaregio,True,103.14285714285714
San Simeon Apartments,8.3,65,1015,Apartment,0.7,Castello,True,145.0
Palazzina Veneziana,9.1,84,1606,Hotel,1.5,Cannaregio,True,229.42857142857142
