hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Glam Milano,8.6,3930,170,Hotel,2.4,Stazione Centrale,False,170.0
Hotel Mozart,8.1,3499,124,Hotel,2.7,Sempione,False,124.0
Hilton Milan,8.2,907,209,Hotel,2.6,Stazione Centrale,True,209.0
Hotel Città Studi,7.2,510,98,Hotel,3.1,Città Studi,False,98.0
Canova Hotel,8.1,5168,177,Hotel,2.3,Stazione Centrale,False,177.0
ESTH Suite Apartment del Don 8,9.0,490,167,Apartment,0.8,Milano Centro,True,167.0
Antares Hotel Rubens,8.6,1197,165,Hotel,3.6,San Siro,True,165.0
MEININGER Milano Garibaldi,8.4,2596,92,Hotel,3.2,Sempione,False,92.0
Hotel Metropoli,8.1,417,106,Hotel,2.9,Stazione Centrale,False,106.0
c-hotels Atlantic,8.5,2288,161,Hotel,2.4,Stazione Centrale,False,161.0
HD8 Hotel Milano,8.4,239,180,Hotel,2.5,Stazione Centrale,False,180.0
Holiday Inn Milan Garibaldi Station. an IHG Hotel,7.9,1174,178,Hotel,2.7,Stazione Garibaldi,True,178.0
J24 Hotel Milano,8.6,2300,130,Hotel,3.7,Niguarda,False,130.0
Guest House Pirelli Milano,7.8,1846,149,Hotel,2.3,Stazione Centrale,False,149.0
Ostello Bello Grande,9.2,6659,123,Hotel,2.6,Stazione Centrale,False,123.0
Hotel Five,8.5,399,165,Hotel,1.9,Porta Romana,True,165.0
Hotel San Biagio,8.7,1237,89,Hotel,3.0,Stazione Centrale,False,89.0
10 KEYS MILANO,0.0,0,158,Hotel,1.7,Porta Vittoria,False,158.0
Maison Cinquante,8.0,6,97,Apartment,4.8,San Siro,False,97.0
Fifty Eight Suite Milan,9.5,180,226,Apartment,0.5,Milano Centro,False,226.0
Hotel Corvetto Milano,6.8,598,90,Hotel,4.0,Ripamonti Corvetto,False,90.0
Rosselli 13 Milan Apartment,8.8,21,101,Apartment,3.8,Ripamonti Corvetto,False,101.0
Guesthero Apartment Milano - Lodi M3,0.0,0,120,Apartment,2.3,Porta Romana,True,120.0
Loft Manifatture Milano,9.6,28,146,Apartment,5.6,Bicocca - Zara,False,146.0
Hotel Sabatino Milan,6.5,122,96,Hotel,3.4,Città Studi,False,96.0
Hotel2000,5.4,53,87,Hotel,2.5,Stazione Centrale,True,87.0
Home BB Milano,9.2,75,125,Hotel,4.0,Lorenteggio,False,125.0
Suite Home Milano Fiera,8.8,25,114,Hotel,2.6,Fiera Milano City,True,114.0
Hotel Eden,7.3,263,96,Hotel,2.5,Stazione Centrale,True,96.0
Italianway - Ciro Menotti 18,8.6,7,189,Apartment,2.1,Città Studi,True,189.0
Splendido Bilocale in Via Orti - A pochi metri dal Policlinico,10.0,3,140,Apartment,1.4,Milano Centro,False,140.0
Casa da Suite Classica,7.8,42,134,Apartment,3.5,Città Studi,True,134.0
Via Argelati - Navigli Top Location 2,6.2,14,88,Apartment,1.9,Navigli,False,88.0
Unico Studios,9.3,87,109,Apartment,4.4,Not specified,True,109.0
Hotel Morfeo,8.6,363,172,Hotel,4.4,Certosa,True,172.0
Miniloft-Angy-Navigli,8.4,79,118,Apartment,2.3,Navigli,False,118.0
Alessia's Flat - Portello,7.8,22,128,Apartment,4.3,Certosa,False,128.0
Palazzo Candiani,8.2,10,199,Apartment,4.7,Bovisa,False,199.0
Marghera Apartments,8.7,74,102,Apartment,2.9,Fiera Milano City,False,102.0
Nido dell'Aquila - Appartamento in Milano Porta Romana,9.7,27,236,Apartment,2.4,Porta Vittoria,False,236.0
Magistretti Flexyrent Apartment,8.3,5,324,Apartment,4.2,Certosa,True,324.0
Michelangelo 81,2.0,4,194,Apartment,3.5,Bicocca - Zara,False,194.0
Velvet Grey Boutique Hotel,8.8,926,316,Hotel,0.7,Milano Centro,True,316.0
Hotel Astoria Sure Hotel Collection By Best Western,8.2,549,127,Hotel,3.6,Fiera Milano City,True,127.0
Hotel H21,7.9,436,116,Hotel,4.7,Viale Monza,False,116.0
Hotel Nasco,8.3,950,116,Hotel,3.2,Fiera Milano City,False,116.0
Ramada Plaza Milano,8.2,2339,183,Hotel,5.2,Viale Monza,False,183.0
